"Title","Date","Location","Price","Bedrooms","Link","Zipcode"
"Large Renovated Studio  OPEN HOUSE 12/16 -- DSJ Realty 718-594-5200","Dec 10"," (Nostrand Avenue/Avenue T)","$1425","
                    450ft2 -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-large-renovated-studio-open/6769212567.html","11229"
"Large Renovated Studio  OPEN HOUSE 12/9 -- DSJ Realty 718-594-5200","Dec  9"," (Nostrand Avenue/Avenue T)","$1450","
                    450ft2 -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-large-renovated-studio-open/6768426873.html","11229"
"Marine Park -- 2 Bedroom -- OPEN HOUSE -- Sunday 12/9","Dec  9"," (Nostrand Avenue, Avenue T)","$2099","
                    2br -
                    930ft2 -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-marine-park-2-bedroom-open/6768422038.html","11229"
"Large Renovated Studio  OPEN HOUSE SUNDAY -- DSJ Realty 718-594-5200","Dec  7"," (Nostrand Avenue/Avenue T)","$1450","
                    450ft2 -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-large-renovated-studio-open/6766878423.html","11229"
"Marine Park - 2 Bedroom - OPEN HOUSE SUNDAY - DSJ Realty 718-594-5200","Dec  7"," (Nostrand Avenue/Avenue T)","$2099","
                    2br -
                    930ft2 -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-marine-park-2-bedroom-open/6766877043.html","11229"
"Large Renovated Studio $1450   OPEN HOUSE DSJ Realty 718 594-5200","Dec  6"," (Nostrand Avenue/Avenue t)","$1450","character(0)","https://newyork.craigslist.org/brk/fee/d/brooklyn-large-renovated-studio-1450/6766386747.html","11229"
"Marine Park -- 2 Bedroom -- OPEN HOUSE -- DSJ Realty 718 594-5200","Dec  6"," (Nostrand Avenue, Avenue T)","$2099","
                    2br -
                    930ft2 -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-marine-park-2-bedroom-open/6766385327.html","11229"
"Marine Park -- 2 Bedroom -- OPEN HOUSE -- DSJ Realty 718 594-5200","Dec  6"," (Nostrand Avenue, Avenue T)","$2099","
                    2br -
                    930ft2 -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-marine-park-2-bedroom-open/6766031979.html","11229"
"Large Renovated Studio $1450   OPEN HOUSE DSJ Realty 718 594-5200","Dec  6"," (Nostrand Avenue/Avenue t)","$1450","character(0)","https://newyork.craigslist.org/brk/fee/d/brooklyn-large-renovated-studio-1450/6766030589.html","11229"
"Large Renovated Studio $1450   OPEN HOUSE DSJ Realty 718 594-5200","Dec  5"," (Nostrand Avenue/Avenue t)","$1450","character(0)","https://newyork.craigslist.org/brk/fee/d/brooklyn-large-renovated-studio-1450/6765721943.html","11229"
"Huge Midwood Studio | New Bath | Beautiful Original Details | No Fee","Dec  5"," (Midwood & Sheepshead Bay | B and Q Trains)","$1550","
                    1br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-huge-midwood-studio-new-bath/6765662251.html","11229"
"Marine Park -- 2 Bedroom -- OPEN HOUSE -- DSJ Realty 718 594-5200","Dec  5"," (Nostrand Avenue, Avenue T)","$2099","
                    2br -
                    930ft2 -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-marine-park-2-bedroom-open/6765250335.html","11229"
"HOUSE3BDRM+BALCONY+HEATINCLUDEDTOPFLR=RDY2GOCLICKNOWORMISSOUT!!WOW!!GR","Dec  5"," (sheepshead bay)","$2200","
                    3br -
                    1100ft2 -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn/6765138422.html","11229"
"3 bedrooms very good condition","Dec  4"," (midwood)","$2300","
                    3br -
                    950ft2 -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-3-bedrooms-very-good-condition/6764291541.html","11229"
"Marine Park -- 2 Bedroom -- OPEN HOUSE -- DSJ Realty 718 810-2412","Dec  3"," (Nostrand Avenue, Avenue T)","$2100","
                    2br -
                    930ft2 -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-marine-park-2-bedroom-open/6764136377.html","11229"
"Cozy Sun-drenched 1 BR close to everything you need!","Dec  3"," (Sheepshead Bay)","$1690","
                    1br -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-cozy-sun-drenched-1-br-close/6763925803.html","11229"
"Huge Midwood Studio | New Bath | Beautiful Original Details | No Fee","Dec  2"," (Midwood & Sheepshead Bay | B and Q Trains)","$1550","
                    1br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-huge-midwood-studio-new-bath/6763327171.html","11229"
"STORE FOR RENT - OCEAN AVE AND AVENUE U","Dec  2","character(0)","$4000","
                    900ft2 -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-store-for-rent-ocean-ave-and/6763323022.html","11229"
"Marine Park -- 2 Bedroom -- OPEN HOUSE -- DSJ Realty 718 810-2412","Dec  2"," (Nostrand Avenue, Avenue T)","$2100","
                    2br -
                    930ft2 -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-marine-park-2-bedroom-open/6762915729.html","11229"
"Marine Park -- 2 Bedroom -- OPEN HOUSE -- DSJ Realty 718 810-2412","Dec  2"," (Nostrand Avenue, Avenue T)","$2100","
                    2br -
                    930ft2 -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-marine-park-2-bedroom-open/6762864352.html","11229"
"Huge Midwood Studio | New Bath | Beautiful Original Details | No Fee","Nov 30"," (Midwood & Sheepshead Bay | B and Q Trains)","$1595","
                    1br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-huge-midwood-studio-new-bath/6761809949.html","11229"
"2 bedroom apt newly renovated best price you'll find","Nov 29"," (1907 ave u)","$1850","
                    2br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-2-bedroom-apt-newly-renovated/6760639535.html","11229"
"Marine Park --2 Bedroom-- OPEN HOUSE-- DSJ Realty 718 810-2412","Nov 28"," (Nostrand Avenue, Avenue T)","$1925","
                    1br -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-marine-park-2-bedroom-open/6759667104.html","11229"
"Marine Park --2 Bedroom-- OPEN HOUSE-- DSJ Realty 718 810-2412","Nov 27"," (Nostrand Avenue, Avenue T)","$1925","
                    1br -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-marine-park-2-bedroom-open/6758746334.html","11229"
"Large studio with Separate kitchen and Laundry","Dec 27"," (Brighton 15th)","$1425","
                    625ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-large-studio-with-separate/6773899794.html","11235"
"Large & Sunny 1 Bedroom parking and balcony","Dec 27"," (Emmons ave)","$1985","
                    1br -
                    740ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-large-sunny-1-bedroom-parking/6779512264.html","11235"
"1 bedroom studio","Dec 26"," (Brighton Beach)","$1000","
                    1br -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-1-bedroom-studio/6780788228.html","11235"
"1 bedroom, bright and spacious, laundry in building close to B Q train","Dec 26"," (sheepshead bay)","$1650","
                    1br -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-1-bedroom-bright-and-spacious/6780694502.html","11235"
"room for rant","Dec 26"," (brighton beach)","$600","
                    1ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/room-for-rant/6780558795.html","11235"
"Studio apartment","Dec 26"," (Brighton beach)","$1575","character(0)","https://newyork.craigslist.org/brk/abo/d/brooklyn-studio-apartment/6779675152.html","11235"
"Beautiful Studio!!!","Dec 26"," (Sheepshead Bay)","$1300","
                    1br -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-beautiful-studio/6780492191.html","11235"
"Fantabulous 2Br Apartment *Laundry in Unit*","Dec 26"," (Brighton Beach)","$2275","
                    2br -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-fantabulous-2br-apartment/6773617322.html","11235"
"Stunning 1 Br rental w/Laundry in Unit!!","Dec 26"," (Brighton Beach)","$1900","
                    1br -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-stunning-1-br-rental-laundry/6775102171.html","11235"
"Modern 1 Br apartment, by the Beach!! ** No Fee **","Dec 26"," (Brighton Beach)","$1850","
                    1br -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-modern-1-br-apartment-by-the/6773600509.html","11235"
"3 bedroom , 1700sf , 3700$ apartment for rent, Sheepshead bay","Dec 26","character(0)","$3700","
                    3br -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-3-bedroom-1700sf-3700/6780276148.html","11235"
"LARGE 2 bedroom very sunny Laundry in unit* near the ocean *","Dec 26"," (Brighton 14th)","$1995","
                    2br -
                    1050ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/large-2-bedroom-very-sunny-laundry-in/6778778309.html","11235"
"LARGE studio  Laundry & Roof deck, *Parking* all brand new","Dec 26"," (Ocean parkway/  AVE Y)","$1575","
                    600ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/large-studio-laundry-roof-deck-parking/6778778953.html","11235"
"LARGE 2 bedroom very sunny Laundry in unit* near the ocean *","Dec 26"," (Brighton 14th)","$1995","
                    2br -
                    1050ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/large-2-bedroom-very-sunny-laundry-in/6779041159.html","11235"
"Beautiful Apartment in Gravesend/Sheepshead Bay","Dec 26","character(0)","$1875","
                    2br -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-beautiful-apartment-in/6780241368.html","11235"
"Newly Renovated 2 Bedroom, 1 Bath in Sheepshead Bay, NO BROKER FEES!","Dec 25","character(0)","$1750","
                    2br -
                    800ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-newly-renovated-2-bedroom-1/6780045718.html","11235"
"Spacious studio - GORGEOUS -NEW . Very Sunny&Quiet. New kitchen/bath","Dec 25"," (BRIGHTON 13TH)","$1420","
                    655ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-spacious-studio-gorgeous-new/6777694331.html","11235"
"Large 1 bedroom in excellent building. Laundry !","Dec 25"," (BB Avenue , Brighton 13)","$1645","
                    1br -
                    725ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-large-1-bedroom-in-excellent/6779035124.html","11235"
"1 Bedroom apt for rent- Manhattan beach","Dec 24"," (brighton beach)","$1550","character(0)","https://newyork.craigslist.org/brk/abo/d/brooklyn-1-bedroom-apt-for-rent/6760528590.html","11235"
"one Bedroom apt for rent- Manhattan beach","Dec 24"," (brighton beach)","$1550","character(0)","https://newyork.craigslist.org/brk/abo/d/brooklyn-one-bedroom-apt-for-rent/6778331929.html","11235"
"2Bedrooms@2baths apartment on Brighton Beach","Dec 24","character(0)","$2550","
                    2br -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-2bedrooms2baths-apartment-on/6769961641.html","11235"
"2 bedrooms @ 2 baths apartment by ocean.","Dec 24","character(0)","$2550","
                    2br -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-2-bedrooms-2-baths-apartment/6775938414.html","11235"
"Brighton Beach 2 BR: Laundry, Video Intercom, Parking available PetsOK","Dec 24"," (Brighton Beach)","$2250","
                    2br -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-brighton-beach-2-br-laundry/6779560775.html","11235"
"3 bedroom apartment available sheepshead bay","Dec 24","character(0)","$3200","
                    3br -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-3-bedroom-apartment-available/6779548482.html","11235"
"2 Bedroom Apartment for Rent","Dec 23"," (Sheepshead Bay)","$2000","
                    1br -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-2-bedroom-apartment-for-rent/6779178028.html","11235"
"Large NEW 1 bedroom / Separate Kitchen & bath","Dec 23"," (Brighton 14th)","$1650","
                    1br -
                    800ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-large-new-1-bedroom-separate/6773900061.html","11235"
"Large 1 bedroom / Separate Kitchen&bath","Dec 23"," (Brighton 13th)","$1575","
                    1br -
                    700ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-large-1-bedroom-separate/6773899605.html","11235"
"Condo 1 bedroom+ parking / balcony/ W&D in unit","Dec 23"," (Emmons ave)","$1975","
                    1br -
                    700ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-condo-1-bedroom-parking/6776187110.html","11235"
"Spacious Renovated Studio--NO FEE","Dec 20"," (Sheepshead Bay)","$1395","character(0)","https://newyork.craigslist.org/brk/abo/d/brooklyn-spacious-renovated-studio-no/6773891889.html","11235"
"2 Bedr/2 bath condo for rent in Chelsea","Dec 20"," (Chelsea)","$6300","
                    2br -
                    1200ft2 -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-2-bedr-2-bath-condo-for/6777179470.html","11235"
"1 bedroom, bright and spacious, laundry in building close to B Q train","Dec 19"," (sheepshead bay)","$1650","
                    1br -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-1-bedroom-bright-and-spacious/6776400528.html","11235"
"Brighton Beach 2 Bedroom w Balcony, Washer Dryer, Elevator, Dishwasher","Dec 19"," (Brighton Beach)","$2300","
                    2br -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-brighton-beach-2-bedroom/6776275108.html","11235"
"No Brokers Fee * Renovated 1 Bed / 1 Bath In Brighton Beach * Pets Ok","Dec 18"," (Brighton Beach)","$1850","
                    1br -
                    700ft2 -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-no-brokers-fee-renovated-1-bed/6775716322.html","11235"
"No Brokers Fee * Renovated 2 Bed 1 Bath In Brighton Beach * B & Q Trai","Dec 18"," (Brighton Beach)","$2300","
                    2br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-no-brokers-fee-renovated-2-bed/6775715795.html","11235"
"No Brokers Fee * Spacious 2  Bed 1 Bath In Brighton Beach * Pet Friend","Dec 18"," (Brighton Beach)","$2725","
                    2br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-no-brokers-fee-spacious-2-bed/6775714673.html","11235"
"No Brokers Fee * Spacious 1  Bed 1 Bath In Brighton Beach * Pet Friend","Dec 18"," (Brighton Beach)","$2050","
                    1br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-no-brokers-fee-spacious-1-bed/6775713889.html","11235"
"NO FEE Gut Renovated Apt in Brighton Beach- MUST SEE","Dec 18"," (Brighton Beach)","$1650","
                    1br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-no-fee-gut-renovated-apt-in/6775344463.html","11235"
"Sunny True 1BR","Dec 14"," (Brighton Beach)","$1300","
                    600ft2 -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-sunny-true-1br/6772931913.html","11235"
"Gorgeous 1 br apartment","Dec 14"," (Sheepshead Bay @ B Q train)","$1750","
                    1br -
                    650ft2 -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-gorgeous-1-br-apartment/6772819943.html","11235"
"1 bedroom, bright and spacious, laundry in building close to B Q train","Dec 12"," (sheepshead bay)","$1650","
                    1br -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-1-bedroom-bright-and-spacious/6771352485.html","11235"
"HOUSE+3BDRM+DUPLEX+BACKYARD+PARKING+WASHER+DRYER=PRIMETIMELOCATION!RDY","Dec  7"," (sheepshead bay)","$2500","
                    3br -
                    1300ft2 -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn/6767573304.html","11235"
"Large Newly renovated 2Bed 1Bath Laundry in unit! all utilities Incl!","Dec  5"," (PROSPECT PARK SOUTH)","$2195","
                    2br -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-large-newly-renovated-2bed/6765723490.html","11235"
"Close to B Q train, parking (driveway), 3 bed Heat & HW included","Dec  5"," (sheepshead bay)","$2299","
                    3br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-close-to-q-train-parking/6765431454.html","11235"
"1 bedroom, bright and spacious, laundry in building close to B Q train","Dec  5"," (sheepshead bay)","$1650","
                    1br -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-1-bedroom-bright-and-spacious/6765430763.html","11235"
"STUNNING 1 BED////RIGHT NEAR THE BEACH////DOORMAN","Dec  5"," (Brighton Beach)","$2175","
                    1br -
                    750ft2 -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-stunning-1-bed-right-near-the/6765370521.html","11235"
"Gorgeous 1 BR in the building with pool! All modern finishes!","Dec  3"," (Sheepshead Bay)","$2000","
                    1br -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-gorgeous-1-br-in-the-building/6763893869.html","11235"
"2727 Ocean Pkwy #B20","Dec  3"," (Brighton Beach)","$1250","
                    550ft2 -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-2727-ocean-pkwy-b20/6763559433.html","11235"
"No Fee* Gorgeous Renovated 3 Bed in Brighton Beach !!","Nov 29"," (Brighton Beach /Brooklyn)","$2595","
                    3br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-no-fee-gorgeous-renovated-3/6760813213.html","11235"
"1 bedroom, bright and spacious, laundry in building close to B Q train","Nov 28"," (sheepshead bay)","$1675","
                    1br -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-1-bedroom-bright-and-spacious/6760122600.html","11235"
"No Brokers Fee * Spacious 1  Bed 1 Bath In Brighton Beach * Pet Friend","Nov 28"," (Brighton Beach)","$2050","
                    1br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-no-brokers-fee-spacious-1-bed/6759952880.html","11235"
"No Brokers Fee * Spacious 2  Bed 1 Bath In Brighton Beach * Pet Friend","Nov 28"," (Brighton Beach)","$2725","
                    2br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-no-brokers-fee-spacious-2-bed/6759952542.html","11235"
"1 bedroom, bright and spacious, laundry in building close to B Q train","Nov 27"," (sheepshead bay)","$1675","
                    1br -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-1-bedroom-bright-and-spacious/6759252107.html","11235"
"Close to B Q train, parking (driveway), 3 bed Heat & HW included","Nov 27"," (sheepshead bay)","$2299","
                    3br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-close-to-q-train-parking/6759191251.html","11235"
"1 bedroom, bright and spacious, laundry in building close to B Q train","Nov 27"," (sheepshead bay)","$1675","
                    1br -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-1-bedroom-bright-and-spacious/6759087885.html","11235"
"luxury loft - Full Service Brooklyn Heights","Dec 27"," (Brooklyn Heights, Brooklyn New York)","$3400","
                    872ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-luxury-loft-full-service/6780954903.html","11201"
"Charming 1 Bed, Private Backyard, Steps to Atlantic Terminal NO FEE!","Dec 27"," (Boerum Hill)","$2595","
                    1br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-charming-1-bed-private/6780994985.html","11201"
"NO FEE & 2 MONTHS FREE - 4 Beds | 3.5 Baths Renovated Townhouse","Dec 26","character(0)","$15495","
                    4br -
                    3800ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-no-fee-2-months-free-4-beds-35/6767460222.html","11201"
"Exquisite luxury Two bed duplex on historical block prime location","Dec 26"," (Brooklyn Heights)","$4000","
                    2br -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-exquisite-luxury-two-bed/6763467577.html","11201"
"~^~ BRAND NEW WATER FRONT LOFTS PRIVATE BALCONY DOORMAN ROOF DECK ~^~","Dec 26"," (No Fee, Dumbo ""F"" ""A & C"" Trains)","$3595","
                    900ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-brand-new-water-front-lofts/6780501873.html","11201"
"Beautiful Luxury Two bedroom Two bath w/d in PRIME location","Dec 26"," (Boerum Hill Cobble Hill)","$4400","
                    2br -
                    1000ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-beautiful-luxury-two-bedroom/6767383760.html","11201"
"Floor - To - The - Ceiling Windows, Luxurious 1 bedroom !","Dec 26","character(0)","$3300","
                    1br -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-floor-to-the-ceiling-windows/6765577251.html","11201"
"Charming 1 Bed, Private Backyard, Steps to Atlantic Terminal NO FEE!","Dec 26"," (Boerum Hill)","$2600","
                    1br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-charming-1-bed-private/6780332355.html","11201"
"24-hour concierge service, City skyline views, On-site garage parking","Dec 26","character(0)","$2525","
                    445ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-24-hour-concierge-service-city/6764866162.html","11201"
"Exquisite, Luxury apartment located in beautiful and historic Brooklyn","Dec 26"," (Brooklyn Heights)","$4510","character(0)","https://newyork.craigslist.org/brk/abo/d/brooklyn-exquisite-luxury-apartment/6780245329.html","11201"
"Pristine Studio---Priced Below Market---Downtown Brooklyn!","Dec 26"," (Brooklyn Heights)","$2325","character(0)","https://newyork.craigslist.org/brk/abo/d/brooklyn-pristine-studio-priced-below/6775491464.html","11201"
"One Bd. Immediate","Dec 25"," (Harlem / Morningside)","$1875","
                    1br -
                ","https://newyork.craigslist.org/mnh/abo/d/brooklyn-one-bd-immediate/6780073181.html","11201"
"Lease Takeover for Luxury Building","Dec 25"," (Downtown Brooklyn)","$3100","
                    1br -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-lease-takeover-for-luxury/6780060006.html","11201"
"Charming 1 Bed, Private Backyard, Steps to Atlantic Terminal NO FEE!","Dec 25"," (Boerum Hill)","$2600","
                    1br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-charming-1-bed-private/6780025217.html","11201"
"Downtown Brooklyn Studio---Newly Renovated Must See!","Dec 25"," (Brooklyn Heights)","$2250","character(0)","https://newyork.craigslist.org/brk/abo/d/brooklyn-downtown-brooklyn-studio-newly/6772485136.html","11201"
"Beautiful Studio---Downtown Brooklyn Priced to Move!","Dec 25"," (Brooklyn Heights)","$2250","character(0)","https://newyork.craigslist.org/brk/abo/d/brooklyn-beautiful-studio-downtown/6772485597.html","11201"
"~^~ BRAND NEW WATER FRONT LOFTS PRIVATE BALCONY DOORMAN ROOF DECK ~^~","Dec 25"," (No Fee, Dumbo ""F"" ""A & C"" Trains)","$3595","
                    950ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-brand-new-water-front-lofts/6777332528.html","11201"
"Luxury 1 BR in Downtown Brooklyn w/ Outdoor Grills, Sport Courts, Gym!","Dec 25"," (Downtown Brooklyn)","$3090","
                    1br -
                ","https://newyork.craigslist.org/brk/fee/d/brooklyn-luxury-1-br-in-downtown/6779903959.html","11201"
"COBBLE HILL ~LUXURY PH UNIT~AMENITIES~2BD/2BTH~NO FEE 1 MONTH FREE","Dec 25"," (Cobble Hill)","$5900","
                    2br -
                    1000ft2 -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-cobble-hill-luxury-ph/6779822465.html","11201"
"COBBLE HILL ~LUXURY PH UNIT~AMENITIES~2BD/2BTH~NO FEE 1 MONTH FREE","Dec 25"," (Cobble Hill)","$5900","
                    2br -
                    1000ft2 -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-cobble-hill-luxury-ph/6779822466.html","11201"
"BROOKLYN HTS~LUXURY UNIT~1BD/1BTH~W/D~AMENITIES~NO FEE~1 MONTH FREE","Dec 24"," (Downtown Brooklyn)","$3300","
                    1br -
                    850ft2 -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-brooklyn-htsluxury-unit1bd/6779818544.html","11201"
"~^~ BRAND NEW WATER FRONT LOFTS PRIVATE BALCONY DOORMAN ROOF DECK ~^~","Dec 24"," (No Fee, Dumbo ""F"" ""A & C"" Trains)","$3595","
                    900ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-brand-new-water-front-lofts/6779709806.html","11201"
"Cobble Hill~Luxury unit~Amenities~1bdrm~1bth ~1month free~No Broker fe","Dec 24"," (Brooklyn)","$3200","
                    1br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-cobble-hillluxury/6779704310.html","11201"
"Corner Three Bedroom, Partial City Views, Pet Friendly!","Dec 24","character(0)","$6190","
                    3br -
                    1242ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-corner-three-bedroom-partial/6759562101.html","11201"
"INSANE PRICE > HDC rent controlled > LUXURY D'man bldg > NEAR SMITH ST","Dec 24"," (Boerum Hill >>> GYM laundry ROOF DECK)","$3500","
                    2br -
                    900ft2 -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-insane-price-hdc-rent/6771928274.html","11201"
"NO FEE Court House Apartments 1 bed","Dec 23"," (125 court street)","$3200","
                    1br -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-no-fee-court-house-apartments/6779334009.html","11201"
"Court st 1 bed NO FEE","Dec 23"," (125 court street)","$3200","
                    1br -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-court-st-1-bed-no-fee/6779332438.html","11201"
"Livingston Street 1 bed Brooklyn Heights","Dec 23"," (110 livingston street)","$3300","
                    1br -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-livingston-street-1-bed/6779325442.html","11201"
"Brooklyn Heights NO FEE 1 bed","Dec 23"," (110 Livingston street)","$3300","
                    1br -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-brooklyn-heights-no-fee-1-bed/6779324247.html","11201"
"Livingston Street Luxury NO FEE 1 bedroom","Dec 23"," (110 livingston)","$3300","
                    1br -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-livingston-street-luxury-no/6779318561.html","11201"
"amazing 1 bed on Lawrence st","Dec 23"," (Downtown Brooklyn)","$3515","
                    1br -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-amazing-1-bed-on-lawrence-st/6773793872.html","11201"
"DUPLEX | 2 ENTRANCES | 2 FULL BATHS | WORK & LIVE | NEW BLDG!!","Dec 23"," (DOWNTOWN BROKOKLYN A C R F & 2 3 4 5 TRAINS)","$2700","
                    2br -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-duplex-2-entrances-2-full/6774845218.html","11201"
"FEB MOVE IN______FLOOR TO CEILING WINDOWS_____LOTS OF CLOSET SPACE____","Dec 23"," (Downtown)","$3007","
                    1br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-feb-move-infloor-to-ceiling/6779114911.html","11201"
"Charming 1 Bed, Private Backyard, Steps to Atlantic Terminal NO FEE!","Dec 23"," (Boerum Hill)","$2600","
                    1br -
                ","https://newyork.craigslist.org/brk/nfb/d/brooklyn-charming-1-bed-private/6778964505.html","11201"
"PENTHOUSE 2 BEDROOM/2 BATH WITH PRIVATE ROOF DECK - NO FEE","Dec 23"," (Downtown Brooklyn)","$6795","
                    2br -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-penthouse-2-bedroom-2-bath/6774333966.html","11201"
"CORNER 1 BEDROOM WITH WASHER & DRYER IN-UNIT","Dec 23"," (Downtown Brooklyn)","$2975","
                    1br -
                ","https://newyork.craigslist.org/brk/abo/d/brooklyn-corner-1-bedroom-with-washer/6774274574.html","11201"
"ALCOVE STUDIO W/ SLEEPING ALCOVE- NO FEE","Dec 23"," (Downtown Brooklyn)","$2495","character(0)","https://newyork.craigslist.org/brk/abo/d/brooklyn-alcove-studio-sleeping-alcove/6774236340.html","11201"
"SPACIOUS ALCOVE STUDIO W/ AMPLE STORAGE SPACE- NO FEE","Dec 23"," (Brooklyn Heights)","$2830","character(0)","https://newyork.craigslist.org/brk/abo/d/brooklyn-spacious-alcove-studio-ample/6774217277.html","11201"
